open_time,product,platform,time_period,slippage,entry_price,actual_entry_price,coins,close_time,time_open,return_percent,exit_price,actual_exit_price
1446508800.0,BTC-USD,coinbase,1D,0.005,365.14,366.96569999999997,0.002725050324866875,1447200000.0,1446508800.0,-0.048289799291868385,351.0,349.245
1448582400.0,BTC-USD,coinbase,1D,0.005,352.56,354.32280000000003,0.0026994951045438594,1451174400.0,1448582400.0,0.19251908147034302,424.66,422.53670000000005
1452211200.0,BTC-USD,coinbase,1D,0.005,459.07,461.36535,0.002484728406881001,1452902400.0,1452211200.0,-0.07663362669086449,428.15,426.00924999999995
1455408000.0,BTC-USD,coinbase,1D,0.005,391.0,392.955,0.0027072730144828304,1457136000.0,1455408000.0,0.03815958570319755,410.0,407.95
1457740800.0,BTC-USD,coinbase,1D,0.005,419.48,421.5774,0.002632925616833256,1463702400.0,1457740800.0,0.06557562146357943,451.48,449.2226
1464393600.0,BTC-USD,coinbase,1D,0.005,471.21,473.56604999999996,0.002510131918214742,1467936000.0,1464393600.0,0.36780286509136384,651.0,647.745
1468800000.0,BTC-USD,coinbase,1D,0.005,680.0,683.4,0.0023911265419341485,1470009600.0,1468800000.0,-0.06090869183494296,645.0,641.775
1472947200.0,BTC-USD,coinbase,1D,0.005,600.93,603.9346499999999,0.002553714411894608,1474502400.0,1472947200.0,-0.006292733824760588,603.15,600.13425
1475280000.0,BTC-USD,coinbase,1D,0.005,608.99,612.03495,0.002516641978590002,1484179200.0,1475280000.0,0.30394457048572154,802.07,798.05965
1484697600.0,BTC-USD,coinbase,1D,0.005,906.09,910.62045,0.0022166458394028855,1499731200.0,1484697600.0,1.6059979215270204,2385.0,2373.075
1500595200.0,BTC-USD,coinbase,1D,0.005,2873.45,2887.8172499999996,0.0018306907498997322,1505174400.0,1500595200.0,0.45888359105826404,4234.16,4212.9892
1506556800.0,BTC-USD,coinbase,1D,0.005,4200.0,4221.0,0.001836398376118325,1510358400.0,1506556800.0,0.6266823856905945,6900.73,6866.22635
1511136000.0,BTC-USD,coinbase,1D,0.005,8031.83,8071.98915,0.0015699338949224193,1516147200.0,1511136000.0,0.5778031552482945,12800.01,12736.00995
1518652800.0,BTC-USD,coinbase,1D,0.005,9472.98,9520.3449,0.0021107606673310664,1520553600.0,1518652800.0,-0.025442213758453347,9324.75,9278.12625
1523577600.0,BTC-USD,coinbase,1D,0.005,7915.99,7955.56995,0.0024740295989346887,1526083200.0,1523577600.0,0.10451595614466314,8831.21,8787.05395
1530403200.0,BTC-USD,coinbase,1D,0.005,6383.19,6415.105949999999,0.0034058166933950656,1533081600.0,1530403200.0,0.20782939680053159,7787.29,7748.35355
1535414400.0,BTC-USD,coinbase,1D,0.005,6911.9,6946.4595,0.0038180719657702547,1536192000.0,1535414400.0,-0.027411014200831363,6790.0,6756.05
1537574400.0,BTC-USD,coinbase,1D,0.005,6750.0,6783.75,0.003821589629272899,1539302400.0,1537574400.0,-0.04782001842638661,6491.81,6459.35095
1541635200.0,BTC-USD,coinbase,1D,0.005,6503.12,6535.6356,0.0037959634363963165,1542153600.0,1541635200.0,-0.03886866795327448,6313.17,6281.60415
1545177600.0,BTC-USD,coinbase,1D,0.005,3667.76,3686.0988,0.00650133482253762,1547164800.0,1545177600.0,0.006850386104680473,3730.0,3711.35
1549670400.0,BTC-USD,coinbase,1D,0.005,3622.0,3640.11,0.0066618807915324865,1553558400.0,1549670400.0,0.07017763199463745,3915.14,3895.5643
1553904000.0,BTC-USD,coinbase,1D,0.005,4091.01,4111.46505,0.006343771780854734,1559692800.0,1553904000.0,0.9292733620586173,7972.0,7932.14
1560384000.0,BTC-USD,coinbase,1D,0.005,8176.03,8216.91015,0.006154691692347876,1563148800.0,1560384000.0,0.30316515630878604,10761.8,10707.991
1564704000.0,BTC-USD,coinbase,1D,0.005,10404.41,10456.43205,0.0063344323128566,1567036800.0,1564704000.0,-0.07136536118933601,9759.0,9710.205
1570665600.0,BTC-USD,coinbase,1D,0.005,8590.01,8632.96005,0.007160663849147265,1571875200.0,1570665600.0,-0.09938079697241264,7814.08,7775.0096
1572048000.0,BTC-USD,coinbase,1D,0.005,8668.0,8711.34,0.006423122065072039,1573257600.0,1572048000.0,0.022259491651112295,8950.0,8905.25
1577059200.0,BTC-USD,coinbase,1D,0.005,7514.74,7552.3137,0.007611831918792614,1578009600.0,1577059200.0,-0.07074127495524984,7053.32,7018.0534
1578355200.0,BTC-USD,coinbase,1D,0.005,7764.63,7803.45315,0.006880119003400222,1579824000.0,1578355200.0,0.0793522864938323,8465.0,8422.675
1580169600.0,BTC-USD,coinbase,1D,0.005,8895.95,8940.429750000001,0.006514251438951564,1581984000.0,1580169600.0,0.08020198917171717,9706.0,9657.47
1583452800.0,BTC-USD,coinbase,1D,0.005,9070.18,9115.5309,0.006936219640971639,1583712000.0,1583452800.0,-0.08310332204567483,8400.0,8358.0
1586217600.0,BTC-USD,coinbase,1D,0.005,7341.55,7378.25775,0.00789674838672609,1590364800.0,1586217600.0,0.18673002444242348,8800.0,8756.0
1591056000.0,BTC-USD,coinbase,1D,0.005,10208.96,10260.004799999999,0.006773036383295806,1591920000.0,1591056000.0,-0.09131134129683827,9370.0,9323.15
1592870400.0,BTC-USD,coinbase,1D,0.005,9690.67,9739.12335,0.006516330950000927,1593216000.0,1592870400.0,-0.06406411825557179,9161.0,9115.195
1594080000.0,BTC-USD,coinbase,1D,0.005,9343.31,9390.026549999999,0.006357394999373937,1598400000.0,1594080000.0,0.20480490015227915,11370.0,11313.15
1599004800.0,BTC-USD,coinbase,1D,0.005,11924.22,11983.8411,0.006031753971010318,1599177600.0,1599004800.0,-0.07815730717591052,11102.73,11047.216349999999
1600128000.0,BTC-USD,coinbase,1D,0.005,10678.41,10731.80205,0.006240232111489178,1606435200.0,1600128000.0,0.6327841371244822,17610.77,17522.71615
1606780800.0,BTC-USD,coinbase,1D,0.005,19713.94,19812.5097,0.005546762834495939,1607472000.0,1606780800.0,-0.07086506057332054,18501.0,18408.495
1608076800.0,BTC-USD,coinbase,1D,0.005,19443.19,19540.40595,0.00525171582737816,1611273600.0,1608076800.0,0.723647908655654,33850.03,33680.77985
1612656000.0,BTC-USD,coinbase,1D,0.005,39266.1,39462.430499999995,0.0045048096646815895,1616630400.0,1612656000.0,0.34190657618009634,53221.0,52954.895
1618099200.0,BTC-USD,coinbase,1D,0.005,59778.59,60077.48295,0.003990687748412384,1619222400.0,1618099200.0,-0.15037219447956252,51300.0,51043.5
1623628800.0,BTC-USD,coinbase,1D,0.005,39015.24,39210.3162,0.0052211331438728695,1624320000.0,1623628800.0,-0.12109118237613192,34635.47,34462.29265
1625011200.0,BTC-USD,coinbase,1D,0.005,35906.17,36085.70085,0.005011303538825808,1625788800.0,1625011200.0,-0.08575765683098824,33156.86,32991.0757
1627084800.0,BTC-USD,coinbase,1D,0.005,33647.27,33815.506349999996,0.004913695159095315,1628035200.0,1627084800.0,0.12818922789840181,38342.0,38150.29
1628294400.0,BTC-USD,coinbase,1D,0.005,42869.59,43083.93795,0.00437288021370462,1632182400.0,1628294400.0,0.003800419780337183,43465.0,43247.675
1633132800.0,BTC-USD,coinbase,1D,0.005,48165.76,48406.588800000005,0.003926474539942614,1635379200.0,1633132800.0,0.22349616071273326,59522.89,59225.27555
1635897600.0,BTC-USD,coinbase,1D,0.005,63266.5,63582.8325,0.003675758108587013,1637107200.0,1635897600.0,-0.025074889515184773,62300.0,61988.5
1640304000.0,BTC-USD,coinbase,1D,0.005,50842.06,51096.2703,0.004481730835155906,1641427200.0,1640304000.0,-0.11105546973748481,45650.0,45421.75
1644019200.0,BTC-USD,coinbase,1D,0.005,41613.75,41821.81875,0.004891968325142893,1645142400.0,1644019200.0,-0.010991122905193995,41570.0,41362.15
1648080000.0,BTC-USD,coinbase,1D,0.005,42899.71,43114.208549999996,0.004716754177230283,1649289600.0,1648080000.0,0.020816505281760822,44232.86,44011.695700000004
1653955200.0,BTC-USD,coinbase,1D,0.005,31716.67,31875.25335,0.006545376279365079,1654905600.0,1653955200.0,-0.08850920552761654,29200.0,29054.0
1657238400.0,BTC-USD,coinbase,1D,0.005,21618.04,21726.1302,0.008797010125505936,1660953600.0,1657238400.0,0.03805411467155784,22666.23,22552.898849999998
1662768000.0,BTC-USD,coinbase,1D,0.005,21366.61,21473.44305,0.009285658306065007,1663718400.0,1662768000.0,-0.10547763787698694,19305.0,19208.475
1664928000.0,BTC-USD,coinbase,1D,0.005,20345.27,20446.99635,0.008767039937315046,1667952000.0,1664928000.0,-0.025193746855635468,20032.02,19931.8599
1669852800.0,BTC-USD,coinbase,1D,0.005,17165.44,17251.2672,0.010180209797289196,1671235200.0,1669852800.0,-0.026654062259263922,16875.83,16791.45085
1673222400.0,BTC-USD,coinbase,1D,0.005,17125.17,17210.79585,0.009982077028900844,1675987200.0,1673222400.0,0.3087321845142914,22637.51,22524.32245
1676505600.0,BTC-USD,coinbase,1D,0.005,24326.95,24448.58475,0.009242635959225129,1677888000.0,1676505600.0,-0.08348887147751982,22520.0,22407.4
1678752000.0,BTC-USD,coinbase,1D,0.005,24220.0,24341.1,0.008551140326515643,1683676800.0,1678752000.0,0.13084406415486582,27664.31,27525.98845
1685318400.0,BTC-USD,coinbase,1D,0.005,28070.04,28210.3902,0.008385612363710942,1686009600.0,1685318400.0,-0.06504448137693619,26508.0,26375.46
1687046400.0,BTC-USD,coinbase,1D,0.005,26507.97,26640.509850000002,0.008343902342291307,1689724800.0,1687046400.0,0.11749769871615268,29920.31,29770.708450000002
1693353600.0,BTC-USD,coinbase,1D,0.005,27717.15,27855.73575,0.008962324561507301,1693612800.0,1693353600.0,-0.07664438552839159,25850.0,25720.75
1694736000.0,BTC-USD,coinbase,1D,0.005,26532.5,26665.1625,0.008688343448683793,1695600000.0,1694736000.0,-0.016398212461671613,26359.7,26227.9015
1696204800.0,BTC-USD,coinbase,1D,0.005,27995.46,28135.437299999998,0.008139988170870556,1697068800.0,1696204800.0,-0.03902176242343314,27173.41,27037.54295
1697500800.0,BTC-USD,coinbase,1D,0.005,28520.24,28662.841200000003,0.007717003154670363,1705104000.0,1697500800.0,0.49965725658766846,43200.44,42984.4378
1707350400.0,BTC-USD,coinbase,1D,0.005,44345.94,44567.669700000006,0.007480263922417908,1709337600.0,1707350400.0,0.12773329385000354,50513.01,50260.444950000005